flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
78.58774478435517,2514.5,6.4,67.4,34.96295127302004,34.96295127302004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1791.4,60.0,441.0,115.97794041656655,106.9875520317903,109.3,166481820.8710508,13.5,15.24134254961542,151.6229046169472,11519.205964204744,1.0,244.6,SqlInjection
483.132172870636,21067.3,11.5,78.9,9.555336630382774,9.555336630382774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.0,74.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,775.3,108.0,230.0,158.09277777777777,42.3643156274257,115.7,0.0126455068588256,5.5,17.68272349951101,59.91218972095989,2088.99099691358,0.9,38.5,SqlInjection
410.8543276786804,11707.2,8.2,86.5,3.3443369193209143,3.3443369193209143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.6,0.0,21.9,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3113.9,59.6,1282.0,194.71258597783364,306.9398488001688,352.3,166481812.0844396,13.5,19.61505780301017,435.5193739505635,106226.12689481248,1.0,244.6,SqlInjection
76.42143988609314,1232.8,3.2,42.9,16.551246615261263,16.551246615261263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,8.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,603.2,63.5,269.0,108.79515873015872,73.4607236077039,97.6,0.0068500041961669,5.5,14.666182262816,103.88915162775623,6799.819866150164,0.9,38.5,SqlInjection
622.6869710922241,12489.2,10.4,96.6,5.68196720389873,5.68196720389873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,3.0,0.0,17.3,42.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1565.7,50.0,327.0,101.44502168368268,69.53252663251678,113.4,166482048.8819138,13.5,14.25407057776142,98.51702617709412,4865.1505566235965,1.0,244.6,SqlInjection
18.49717116355896,1210.0,6.0,64.0,527.6088266170509,527.6088266170509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.7,0.0,4.8,9.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1123.6,124.3,649.0,260.12992063492067,208.1217006018412,159.9,0.0035254001617431,5.5,22.204038235870108,294.3285316152766,49073.25097348199,0.9,38.5,SqlInjection
1517.3794348478318,15879.4,8.2,97.2,0.4566130721379263,0.4566130721379263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.9,0.0,41.0,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,660.9,87.2,228.4,140.78289682539682,58.51107135150183,101.2,0.0183931112289428,5.5,16.597897673189383,82.74715065427374,4200.558543068153,0.9,38.5,SqlInjection
187.0670777082443,18595.5,9.3,63.2,33.231937979132674,33.231937979132674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.9,0.0,75.9,151.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5836.6,57.6,2962.0,385.4758421948709,773.6755578854429,120.6,166481825.1035482,13.5,27.758705072778422,1096.359873701571,604826.73036698,1.0,244.6,SqlInjection
84.73628585338592,2453.4,13.7,100.9,72.12647779345359,72.12647779345359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,920.8,77.3,298.0,155.47571428571428,91.07741099917683,164.0,0.0153668880462646,5.5,17.487290678821733,128.80290986086442,10362.335213151928,0.9,38.5,SqlInjection
186.3500252723693,5521.5,7.7,77.0,2.741583481947886,2.741583481947886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,26.2,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,736.2,66.0,219.0,119.1606746031746,55.13597050382244,162.2,0.0272128105163574,5.5,15.311587438012518,77.97403726110863,4164.811889629,0.9,38.5,SqlInjection
